Province_State,Country_Region,Confirmed,Deaths,Incident_Rate,Date
Espirito Santo,Brazil,616413,13100,15336.369178704292,2021-11-21
Goias,Brazil,926500,24443,13200.203352523968,2021-11-21
Maranhao,Brazil,363667,10265,5140.038113512573,2021-11-21
Mato Grosso,Brazil,551203,13982,15718.104294890523,2021-11-21
Mato Grosso do Sul,Brazil,378097,9674,13597.477641125217,2021-11-21
Minas Gerais,Brazil,2202346,56042,10403.740109673718,2021-11-21
Para,Brazil,604451,16854,7024.252966889519,2021-11-21
Paraiba,Brazil,459068,9493,11424.925095697572,2021-11-21
Parana,Brazil,1572995,40750,13757.223330470808,2021-11-21
Pernambuco,Brazil,637566,20175,6671.144328633742,2021-11-21
Piaui,Brazil,329875,7165,10075.042152591312,2021-11-21
Rio Grande do Norte,Brazil,379423,7471,10818.816756790206,2021-11-21
Rio Grande do Sul,Brazil,1484875,35943,13051.277203546484,2021-11-21
Rio de Janeiro,Brazil,1337805,68837,7748.678927002539,2021-11-21
Rondonia,Brazil,275036,6605,15475.586940314251,2021-11-21
Roraima,Brazil,128150,2042,21155.042995504828,2021-11-21
Santa Catarina,Brazil,1228530,19908,17146.773917106828,2021-11-21
Sao Paulo,Brazil,4430977,153472,9649.539998095344,2021-11-21
Sergipe,Brazil,278691,6040,12123.873709268211,2021-11-21
Tocantins,Brazil,231362,3910,14705.130634141751,2021-11-21
Acre,Brazil,88139,1845,9993.820406265768,2021-11-22
Alagoas,Brazil,241321,6336,7230.901578704346,2021-11-22
Amapa,Brazil,124304,1997,14697.817627590806,2021-11-22
Amazonas,Brazil,429163,13794,10354.758255145192,2021-11-22
Bahia,Brazil,1255653,27241,8442.463503149049,2021-11-22
Ceara,Brazil,949140,24600,10393.472329079976,2021-11-22
Distrito Federal,Brazil,517245,10999,17154.196575561444,2021-11-22
Espirito Santo,Brazil,616914,13111,15336.369178704292,2021-11-22
Goias,Brazil,926941,24455,13201.685181454228,2021-11-22
Maranhao,Brazil,363742,10267,5141.098157064816,2021-11-22
Mato Grosso,Brazil,551203,13982,15721.94993436584,2021-11-22
Mato Grosso do Sul,Brazil,378264,9677,13605.57411948099,2021-11-22
Minas Gerais,Brazil,2202451,56043,10404.236122884864,2021-11-22
Para,Brazil,605115,16860,7026.159308555929,2021-11-22
Paraiba,Brazil,459120,9497,11426.219230999915,2021-11-22
Parana,Brazil,1573634,40752,13762.81194690517,2021-11-22
Pernambuco,Brazil,637689,20182,6672.431333826023,2021-11-22
Piaui,Brazil,330085,7166,10077.975038089322,2021-11-22
Rio Grande do Norte,Brazil,379560,7476,10819.47261547604,2021-11-22
Rio Grande do Sul,Brazil,1485120,35947,13053.4306258311,2021-11-22
Rio de Janeiro,Brazil,1337867,68841,7749.03803621014,2021-11-22
Rondonia,Brazil,275174,6616,15483.351854717326,2021-11-22
Roraima,Brazil,128195,2042,21155.20807711292,2021-11-22
Santa Catarina,Brazil,1228723,19920,17149.46764649561,2021-11-22
Sao Paulo,Brazil,4431196,153477,9650.01692434876,2021-11-22
Sergipe,Brazil,278149,6040,12100.295123844127,2021-11-22
Tocantins,Brazil,231561,3912,14709.58110862591,2021-11-22
Acre,Brazil,88139,1845,9993.820406265768,2021-11-23
Alagoas,Brazil,241339,6338,7231.440927656226,2021-11-23
Amapa,Brazil,124355,1997,14703.847913816568,2021-11-23
Amazonas,Brazil,429244,13796,10356.712606798685,2021-11-23
Bahia,Brazil,1256811,27251,8450.249390441673,2021-11-23
Ceara,Brazil,949181,24606,10393.921295897822,2021-11-23
Distrito Federal,Brazil,517351,11004,17157.712017638234,2021-11-23
Espirito Santo,Brazil,617355,13123,15336.369178704292,2021-11-23
Goias,Brazil,928551,24466,13208.06844453842,2021-11-23
Maranhao,Brazil,363916,10269,5143.557458106019,2021-11-23
Mato Grosso,Brazil,551664,13988,15735.03658810274,2021-11-23
Mato Grosso do Sul,Brazil,378359,9678,13611.583505638388,2021-11-23
Minas Gerais,Brazil,2203200,56048,10407.774350457708,2021-11-23
Para,Brazil,605797,16864,7033.877667497979,2021-11-23
Paraiba,Brazil,459166,9502,11427.364042998142,2021-11-23
Parana,Brazil,1574563,40754,13770.936868137602,2021-11-23
Pernambuco,Brazil,637995,20198,6675.633151621454,2021-11-23
Piaui,Brazil,330358,7168,10084.390725116224,2021-11-23
Rio Grande do Norte,Brazil,380211,7480,10823.37925199602,2021-11-23
Rio Grande do Sul,Brazil,1485930,35983,13060.5501035884,2021-11-23
Rio de Janeiro,Brazil,1338708,68884,7753.909178848722,2021-11-23
Rondonia,Brazil,275633,6622,15509.178635231892,2021-11-23
Roraima,Brazil,128217,2045,21162.636749477104,2021-11-23
Santa Catarina,Brazil,1229407,19937,17159.014335106636,2021-11-23
Sao Paulo,Brazil,4432720,153571,9653.335808413627,2021-11-23
Sergipe,Brazil,278158,6040,12100.686650170355,2021-11-23
Tocantins,Brazil,231780,3913,14722.233171802302,2021-11-23
Acre,Brazil,88183,1845,9998.809436069552,2021-11-24
Alagoas,Brazil,241349,6340,7231.740565962827,2021-11-24
Amapa,Brazil,124392,1999,14708.222827352904,2021-11-24
Amazonas,Brazil,429335,13798,10358.908236434085,2021-11-24
Bahia,Brazil,1257144,27258,8452.488337305615,2021-11-24
Ceara,Brazil,949400,24615,10396.319435729743,2021-11-24
Distrito Federal,Brazil,517448,11013,17160.928978783977,2021-11-24
Espirito Santo,Brazil,617934,13135,15362.248516292784,2021-11-24
Goias,Brazil,931116,24479,13241.894039542603,2021-11-24
Maranhao,Brazil,364082,10271,5145.903687834983,2021-11-24
Mato Grosso,Brazil,551907,13990,15741.924300595843,2021-11-24
Mato Grosso do Sul,Brazil,378384,9678,13615.002018721936,2021-11-24
Minas Gerais,Brazil,2203716,56084,10410.211901095345,2021-11-24
Para,Brazil,606478,16875,7041.805259061952,2021-11-24
Paraiba,Brazil,459489,9505,11435.402614203083,2021-11-24
Parana,Brazil,1575332,40759,13777.662448791789,2021-11-24
Pernambuco,Brazil,638268,20203,6678.489675340908,2021-11-24
Piaui,Brazil,330655,7175,10092.731118251191,2021-11-24
Rio Grande do Norte,Brazil,380459,7481,10841.942904364683,2021-11-24
Rio Grande do Sul,Brazil,1487095,36007,13070.789846288715,2021-11-24
Rio de Janeiro,Brazil,1339819,68919,7760.344184165566,2021-11-24
Rondonia,Brazil,275973,6627,15528.3095837612,2021-11-24
Roraima,Brazil,128267,2050,21166.26854485515,2021-11-24
Santa Catarina,Brazil,1230043,19942,17167.891080657235,2021-11-24
Sao Paulo,Brazil,4433915,153639,9655.938214225647,2021-11-24
Sergipe,Brazil,278167,6040,12101.078176496589,2021-11-24
Tocantins,Brazil,232012,3914,14736.156799117023,2021-11-24
Acre,Brazil,88192,1846,9999.829919438507,2021-11-25
Alagoas,Brazil,241379,6342,7232.639480882626,2021-11-25
Amapa,Brazil,124438,2002,14713.66190904673,2021-11-25
Amazonas,Brazil,429471,13798,10362.189616988093,2021-11-25
Bahia,Brazil,1257612,27270,8455.634965330613,2021-11-25
Ceara,Brazil,949458,24624,10396.954559520846,2021-11-25
Distrito Federal,Brazil,517533,11020,17163.747965354985,2021-11-25
Espirito Santo,Brazil,618550,13144,15376.65633981561,2021-11-25
Goias,Brazil,933208,24494,13270.789703682658,2021-11-25
Maranhao,Brazil,364297,10273,5148.942479351412,2021-11-25
Mato Grosso,Brazil,552095,13993,15747.37707298622,2021-11-25
Mato Grosso do Sul,Brazil,378445,9677,13615.901627428131,2021-11-25
Minas Gerais,Brazil,2204754,56104,10415.115345982678,2021-11-25
Para,Brazil,607108,16879,7049.721226591374,2021-11-25
Paraiba,Brazil,459500,9511,11435.402614203083,2021-11-25
Parana,Brazil,1576413,40763,13787.11674357355,2021-11-25
Pernambuco,Brazil,638595,20212,6681.911225730143,2021-11-25
Piaui,Brazil,330963,7178,10101.804732760667,2021-11-25
Rio Grande do Norte,Brazil,380839,7484,10849.014771933696,2021-11-25
Rio Grande do Sul,Brazil,1488101,36034,13079.632061873712,2021-11-25
Rio de Janeiro,Brazil,1340886,68935,7766.524337786693,2021-11-25
Rondonia,Brazil,276366,6628,15550.422709561257,2021-11-25
Roraima,Brazil,128289,2050,21174.5226252598,2021-11-25
Santa Catarina,Brazil,1230663,19957,17176.544511854365,2021-11-25
Sao Paulo,Brazil,4435125,153755,9658.573286219407,2021-11-25
Sergipe,Brazil,278174,6041,12101.382696972543,2021-11-25
Tocantins,Brazil,232191,3915,14750.906943121665,2021-11-25
Acre,Brazil,88200,1846,10000.737015766468,2021-11-26
Alagoas,Brazil,241394,6344,7233.0889383425265,2021-11-26
Amapa,Brazil,124500,2002,14720.992845242754,2021-11-26
Amazonas,Brazil,429611,13800,10365.567508734866,2021-11-26
Bahia,Brazil,1258356,27277,8460.637297062663,2021-11-26
Ceara,Brazil,949551,24624,10396.954559520846,2021-11-26
Distrito Federal,Brazil,517608,11026,17166.235306447055,2021-11-26
Espirito Santo,Brazil,618550,13144,15391.736030756598,2021-11-26
Goias,Brazil,934740,24504,13305.0854944051,2021-11-26
Maranhao,Brazil,364555,10277,5152.589029171127,2021-11-26
Mato Grosso,Brazil,552325,13996,15753.891701052617,2021-11-26
Mato Grosso do Sul,Brazil,378510,9682,13618.096672671254,2021-11-26
Minas Gerais,Brazil,2205611,56129,10419.163758572702,2021-11-26
Para,Brazil,607830,16884,7057.044368358681,2021-11-26
Paraiba,Brazil,460032,9516,11448.916373225637,2021-11-26
Parana,Brazil,1577158,40766,13793.632423141,2021-11-26
Pernambuco,Brazil,639000,20217,6686.148925753508,2021-11-26
Piaui,Brazil,331092,7181,10111.214407066787,2021-11-26
Rio Grande do Norte,Brazil,381183,7486,10859.850698047509,2021-11-26
Rio Grande do Sul,Brazil,1488680,36054,13084.721170048377,2021-11-26
Rio de Janeiro,Brazil,1341850,68998,7772.107906756483,2021-11-26
Rondonia,Brazil,276625,6628,15564.995990940934,2021-11-26
Roraima,Brazil,128348,2050,21178.15442063784,2021-11-26
Santa Catarina,Brazil,1231250,19966,17184.73735719745,2021-11-26
Sao Paulo,Brazil,4436451,153879,9661.460976685295,2021-11-26
Sergipe,Brazil,278179,6042,12101.600211598228,2021-11-26
Tocantins,Brazil,232335,3916,14762.287442159726,2021-11-26
Acre,Brazil,88203,1846,10001.077176889454,2021-11-27
Alagoas,Brazil,241409,6346,7233.538395802427,2021-11-27
Amapa,Brazil,124528,2002,14724.303590621605,2021-11-27
Amazonas,Brazil,429743,13801,10368.75237809611,2021-11-27
Bahia,Brazil,1258872,27282,8464.106656167149,2021-11-27
Ceara,Brazil,949590,24624,10398.400013666112,2021-11-27
Distrito Federal,Brazil,517608,11026,17166.235306447055,2021-11-27
Espirito Santo,Brazil,619366,13157,15391.736030756598,2021-11-27
Goias,Brazil,934821,24504,13319.433587989435,2021-11-27
Maranhao,Brazil,364672,10281,5154.242697112625,2021-11-27
Mato Grosso,Brazil,552439,13997,15753.891701052617,2021-11-27
Mato Grosso do Sul,Brazil,378660,9682,13620.435655307369,2021-11-27
Minas Gerais,Brazil,2206864,56143,10425.082849559052,2021-11-27
Para,Brazil,607981,16886,7065.436921304705,2021-11-27
Paraiba,Brazil,460269,9520,11454.814643738238,2021-11-27
Parana,Brazil,1577632,40771,13797.777969604049,2021-11-27
Pernambuco,Brazil,639373,20226,6690.051795157742,2021-11-27
Piaui,Brazil,331273,7185,10115.15547195474,2021-11-27
Rio Grande do Norte,Brazil,381317,7488,10869.660062740011,2021-11-27
Rio Grande do Sul,Brazil,1489564,36075,13092.491069230417,2021-11-27
Rio de Janeiro,Brazil,1342671,69011,7776.863207715195,2021-11-27
Rondonia,Brazil,276791,6633,15574.33639522289,2021-11-27
Roraima,Brazil,128360,2050,21187.894235515327,2021-11-27
Santa Catarina,Brazil,1231919,19973,17194.07468860209,2021-11-27
Sao Paulo,Brazil,4437386,153993,9663.497168680477,2021-11-27
Sergipe,Brazil,278187,6043,12101.94823499932,2021-11-27
Tocantins,Brazil,232335,3916,14771.442703955709,2021-11-27
Acre,Brazil,88209,1846,10001.757499135423,2021-11-28
Alagoas,Brazil,241432,6348,7234.227563907607,2021-11-28
Amapa,Brazil,124550,2002,14726.90489056213,2021-11-28
Amazonas,Brazil,429778,13801,10369.596851032802,2021-11-28
Bahia,Brazil,1259286,27284,8466.890211727725,2021-11-28
Ceara,Brazil,949599,24624,10398.498567357834,2021-11-28
Distrito Federal,Brazil,517608,11026,17166.235306447055,2021-11-28
Espirito Santo,Brazil,619717,13160,15412.29019695669,2021-11-28
Goias,Brazil,934879,24504,13319.90378370769,2021-11-28
Maranhao,Brazil,364674,10285,5154.270964940685,2021-11-28
Mato Grosso,Brazil,552450,13997,15753.891701052617,2021-11-28
Mato Grosso do Sul,Brazil,378715,9681,13620.435655307369,2021-11-28
Minas Gerais,Brazil,2207192,56163,10426.632300351966,2021-11-28
Para,Brazil,608062,16888,7067.192150521948,2021-11-28
Paraiba,Brazil,460469,9526,11459.79208720879,2021-11-28
Parana,Brazil,1577931,40772,13800.392987309642,2021-11-28
Pernambuco,Brazil,639479,20232,6691.160921583611,2021-11-28
Piaui,Brazil,331371,7185,10120.685183154115,2021-11-28
Rio Grande do Norte,Brazil,381408,7492,10873.481152474882,2021-11-28
Rio Grande do Sul,Brazil,1489933,36077,13095.73438687541,2021-11-28
Rio de Janeiro,Brazil,1342767,69024,7777.419247778576,2021-11-28
Rondonia,Brazil,276933,6636,15582.32637960866,2021-11-28
Roraima,Brazil,128368,2050,21189.875214812444,2021-11-28
Santa Catarina,Brazil,1232109,19976,17196.7265465496,2021-11-28
Sao Paulo,Brazil,4437843,154002,9664.492398350843,2021-11-28
Sergipe,Brazil,278195,6043,12102.296258400414,2021-11-28
Tocantins,Brazil,232412,3917,14771.442703955709,2021-11-28
Acre,Brazil,88213,1846,10002.211047299405,2021-11-29
Alagoas,Brazil,241471,6350,7235.396153303347,2021-11-29
Amapa,Brazil,124574,2003,14729.74267231543,2021-11-29
Amazonas,Brazil,429821,13801,10370.634346355026,2021-11-29
Bahia,Brazil,1259483,27297,8467.945811300213,2021-11-29
Ceara,Brazil,949695,24624,10399.549806736211,2021-11-29
Distrito Federal,Brazil,517746,11035,17170.81201405646,2021-11-29
Espirito Santo,Brazil,620040,13170,15427.743147574434,2021-11-29
Goias,Brazil,935248,24515,13322.183520523473,2021-11-29
Maranhao,Brazil,364779,10289,5155.755025913824,2021-11-29
Mato Grosso,Brazil,552613,13999,15762.099558440232,2021-11-29
Mato Grosso do Sul,Brazil,378802,9685,13627.812446698184,2021-11-29
Minas Gerais,Brazil,2207289,56164,10427.090522080358,2021-11-29
Para,Brazil,608696,16900,7068.133697320602,2021-11-29
Paraiba,Brazil,460515,9528,11460.93689920702,2021-11-29
Parana,Brazil,1578558,40785,13805.876653200638,2021-11-29
Pernambuco,Brazil,639507,20235,6691.453898375349,2021-11-29
Piaui,Brazil,331541,7188,10123.679170433335,2021-11-29
Rio Grande do Norte,Brazil,381703,7496,10876.07607162319,2021-11-29
Rio Grande do Sul,Brazil,1490272,36083,13098.71402015902,2021-11-29
Rio de Janeiro,Brazil,1342801,69027,7777.616178634357,2021-11-29
Rondonia,Brazil,277086,6639,15590.935306446849,2021-11-29
Roraima,Brazil,128397,2050,21191.195867677183,2021-11-29
Santa Catarina,Brazil,1232208,19983,17198.10830411172,2021-11-29
Sao Paulo,Brazil,4438012,154006,9664.860437331792,2021-11-29
Sergipe,Brazil,278213,6043,12103.079311052876,2021-11-29
Tocantins,Brazil,232575,3918,14776.338225888285,2021-11-29
Acre,Brazil,88213,1848,10002.211047299405,2021-11-30
Alagoas,Brazil,241490,6352,7235.965466085888,2021-11-30
Amapa,Brazil,124634,2003,14736.837126698678,2021-11-30
Amazonas,Brazil,429944,13803,10373.602065532548,2021-11-30
Bahia,Brazil,1260341,27309,8473.983571912284,2021-11-30
Ceara,Brazil,949800,24659,10400.699599806308,2021-11-30
Distrito Federal,Brazil,517746,11035,17170.81201405646,2021-11-30
Espirito Santo,Brazil,620456,13180,15439.0155898125,2021-11-30
Goias,Brazil,936339,24541,13328.509790187272,2021-11-30
Maranhao,Brazil,365048,10294,5159.557048787869,2021-11-30
Mato Grosso,Brazil,552833,14001,15768.38459609019,2021-11-30
Mato Grosso do Sul,Brazil,378873,9687,13630.94308499575,2021-11-30
Minas Gerais,Brazil,2208075,56198,10430.803535260942,2021-11-30
Para,Brazil,609392,16912,7075.503335226113,2021-11-30
Paraiba,Brazil,460580,9529,11462.554568334948,2021-11-30
Parana,Brazil,1578963,40798,13809.418734039318,2021-11-30
Pernambuco,Brazil,639737,20243,6693.860493450346,2021-11-30
Piaui,Brazil,331612,7194,10128.872821836068,2021-11-30
Rio Grande do Norte,Brazil,382003,7499,10884.488172158914,2021-11-30
Rio Grande do Sul,Brazil,1491305,36117,13107.793551669258,2021-11-30
Rio de Janeiro,Brazil,1343927,69061,7784.138065211105,2021-11-30
Rondonia,Brazil,277374,6640,15607.140345201084,2021-11-30
Roraima,Brazil,128408,2051,21195.983234311883,2021-11-30
Santa Catarina,Brazil,1232912,19992,17207.934135664585,2021-11-30
Sao Paulo,Brazil,4439105,154077,9667.240713107974,2021-11-30
Sergipe,Brazil,278225,6043,12103.601346154515,2021-11-30
Tocantins,Brazil,232808,3919,14786.70147361568,2021-11-30
Acre,Brazil,88220,1849,10003.00475658637,2021-12-01
Alagoas,Brazil,241513,6354,7236.654634191068,2021-12-01
Amapa,Brazil,124685,2004,14742.86741292444,2021-12-01
Amazonas,Brazil,430073,13805,10376.714551499215,2021-12-01
Bahia,Brazil,1260931,27320,8477.950474764311,2021-12-01
Ceara,Brazil,951141,24664,10415.384099872996,2021-12-01
Distrito Federal,Brazil,517894,11038,17175.72036714481,2021-12-01
Espirito Santo,Brazil,620989,13192,15451.18385527478,2021-12-01
Goias,Brazil,938044,24550,13347.232128786893,2021-12-01
Maranhao,Brazil,365338,10297,5163.655883856541,2021-12-01
Mato Grosso,Brazil,553025,14001,15773.779970876456,2021-12-01
Mato Grosso do Sul,Brazil,379047,9688,13633.49797372135,2021-12-01
Minas Gerais,Brazil,2208887,56234,10434.639370760477,2021-12-01
Para,Brazil,610087,16928,7083.593663273805,2021-12-01
Paraiba,Brazil,460909,9532,11470.742462844006,2021-12-01
Parana,Brazil,1579411,40800,13813.336887658405,2021-12-01
Pernambuco,Brazil,640158,20253,6698.265608783277,2021-12-01
Piaui,Brazil,332003,7199,10131.04193506897,2021-12-01
Rio Grande do Norte,Brazil,382351,7501,10893.042850669815,2021-12-01
Rio Grande do Sul,Brazil,1492136,36145,13115.097608479526,2021-12-01
Rio de Janeiro,Brazil,1344816,69082,7789.2872278813775,2021-12-01
Rondonia,Brazil,277374,6640,15607.140345201084,2021-12-01
Roraima,Brazil,128475,2054,21197.799132000902,2021-12-01
Santa Catarina,Brazil,1233516,20000,17216.36425250824,2021-12-01
Sao Paulo,Brazil,4440191,154159,9669.60574466601,2021-12-01
Sergipe,Brazil,278266,6044,12105.38496608512,2021-12-01
Tocantins,Brazil,232945,3920,14801.515195827234,2021-12-01
Acre,Brazil,88223,1849,10003.344917709355,2021-12-02
Alagoas,Brazil,241535,6356,7237.313838465589,2021-12-02
Amapa,Brazil,124755,2004,14751.144276371564,2021-12-02
Amazonas,Brazil,430192,13806,10379.585759483974,2021-12-02
Bahia,Brazil,1261513,27329,8481.863589103094,2021-12-02
Ceara,Brazil,951559,24667,10419.961371333007,2021-12-02
Distrito Federal,Brazil,517977,11040,17178.473024620034,2021-12-02
Espirito Santo,Brazil,621495,13198,15463.849800306072,2021-12-02
Goias,Brazil,938861,24559,13373.078644935837,2021-12-02
Maranhao,Brazil,365656,10300,5168.150468518049,2021-12-02
Mato Grosso,Brazil,553230,14002,15779.634526495594,2021-12-02
Mato Grosso do Sul,Brazil,379140,9687,13639.75925031648,2021-12-02
Minas Gerais,Brazil,2209928,56266,10439.55698745384,2021-12-02
Para,Brazil,610832,16932,7091.672367286945,2021-12-02
Paraiba,Brazil,460917,9535,11470.941560582827,2021-12-02
Parana,Brazil,1580254,40803,13820.709663330026,2021-12-02
Pernambuco,Brazil,640441,20256,6701.226767071208,2021-12-02
Piaui,Brazil,332271,7200,10142.987333295248,2021-12-02
Rio Grande do Norte,Brazil,382811,7503,10902.966277742466,2021-12-02
Rio Grande do Sul,Brazil,1493170,36165,13124.185929468476,2021-12-02
Rio de Janeiro,Brazil,1345572,69102,7793.666043380508,2021-12-02
Rondonia,Brazil,278434,6646,15666.783890615989,2021-12-02
Roraima,Brazil,128545,2055,21208.859599743133,2021-12-02
Santa Catarina,Brazil,1234048,20010,17223.789454761256,2021-12-02
Sao Paulo,Brazil,4441578,154213,9672.626277604311,2021-12-02
Sergipe,Brazil,278278,6045,12105.90700118676,2021-12-02
Tocantins,Brazil,233141,3921,14810.225410174802,2021-12-02
Acre,Brazil,88225,1849,10003.571691791343,2021-12-03
Alagoas,Brazil,241565,6358,7238.212753385388,2021-12-03
Amapa,Brazil,124825,2004,14759.421139818687,2021-12-03
Amazonas,Brazil,430350,13808,10383.39795159819,2021-12-03
Bahia,Brazil,1262066,27336,8485.581720081349,2021-12-03
Ceara,Brazil,951638,24667,10420.826453738133,2021-12-03
Distrito Federal,Brazil,518062,11043,17181.292011191046,2021-12-03
Espirito Santo,Brazil,621897,13204,15473.65408781556,2021-12-03
Goias,Brazil,939884,24580,13383.308963896665,2021-12-03
Maranhao,Brazil,365929,10304,5172.009027048212,2021-12-03
Mato Grosso,Brazil,553409,14002,15784.71421445926,2021-12-03
Mato Grosso do Sul,Brazil,379197,9690,13643.105794703535,2021-12-03
Minas Gerais,Brazil,2210587,56301,10442.670060845703,2021-12-03
Para,Brazil,611527,16939,7100.332273027649,2021-12-03
Paraiba,Brazil,461374,9538,11482.31501891304,2021-12-03
Parana,Brazil,1581059,40804,13827.750095614318,2021-12-03
Pernambuco,Brazil,640777,20263,6704.742488572074,2021-12-03
Piaui,Brazil,332529,7202,10151.174971977196,2021-12-03
Rio Grande do Norte,Brazil,383063,7503,10916.083451459186,2021-12-03
Rio Grande do Sul,Brazil,1494207,36183,13133.300618893563,2021-12-03
Rio de Janeiro,Brazil,1346494,69124,7799.006344822569,2021-12-03
Rondonia,Brazil,278882,6650,15691.991728678136,2021-12-03
Roraima,Brazil,128584,2056,21220.41531230964,2021-12-03
Santa Catarina,Brazil,1234592,20028,17231.38214277938,2021-12-03
Sao Paulo,Brazil,4442612,154279,9674.87806639898,2021-12-03
Sergipe,Brazil,278292,6046,12106.516042138674,2021-12-03
Tocantins,Brazil,233352,3922,14822.686738730445,2021-12-03
Acre,Brazil,88228,1849,10003.91185291433,2021-12-04
Alagoas,Brazil,241599,6358,7239.231523627829,2021-12-04
Amapa,Brazil,124893,2004,14767.46152145304,2021-12-04
Amazonas,Brazil,430484,13809,10386.631076555816,2021-12-04
Bahia,Brazil,1262581,27341,8489.04435562168,2021-12-04
Ceara,Brazil,951821,24673,10422.83037880316,2021-12-04
Distrito Federal,Brazil,518062,11043,17181.292011191046,2021-12-04
Espirito Santo,Brazil,622190,13208,15482.48790016548,2021-12-04
Goias,Brazil,939958,24580,13392.613139776078,2021-12-04
Maranhao,Brazil,366074,10309,5174.058444582549,2021-12-04
Mato Grosso,Brazil,553479,14003,15784.71421445926,2021-12-04
Mato Grosso do Sul,Brazil,379267,9690,13645.156902553665,2021-12-04
Minas Gerais,Brazil,2211438,56309,10446.690129823664,2021-12-04
Para,Brazil,611662,16941,7108.410977040789,2021-12-04
Paraiba,Brazil,461639,9541,11488.910131511522,2021-12-04
Parana,Brazil,1581863,40807,13834.781782019996,2021-12-04
Pernambuco,Brazil,641311,20269,6710.329974528807,2021-12-04
Piaui,Brazil,332611,7204,10159.057101753102,2021-12-04
Rio Grande do Norte,Brazil,383157,7503,10916.083451459186,2021-12-04
Rio Grande do Sul,Brazil,1495070,36198,13140.88593902264,2021-12-04
Rio de Janeiro,Brazil,1346998,69132,7801.925555155322,2021-12-04
Rondonia,Brazil,279068,6652,15702.45748287358,2021-12-04
Roraima,Brazil,128603,2056,21226.853495025265,2021-12-04
Santa Catarina,Brazil,1235081,20033,17238.207187707438,2021-12-04
Sao Paulo,Brazil,4443589,154348,9677.005723703032,2021-12-04
Sergipe,Brazil,278307,6047,12107.168586015723,2021-12-04
Tocantins,Brazil,233352,3922,14836.101740389837,2021-12-04
Acre,Brazil,88228,1849,10003.91185291433,2021-12-05
Alagoas,Brazil,241638,6359,7240.400113023569,2021-12-05
Amapa,Brazil,124935,2004,14772.427639521313,2021-12-05
Amazonas,Brazil,430519,13810,10387.475549492508,2021-12-05
Bahia,Brazil,1262793,27343,8490.469751222747,2021-12-05
Ceara,Brazil,951897,24674,10423.662609977708,2021-12-05
Distrito Federal,Brazil,518062,11043,17181.292011191046,2021-12-05
Espirito Santo,Brazil,622498,13208,15490.102397571323,2021-12-05
Goias,Brazil,940122,24582,13394.636406200088,2021-12-05
Maranhao,Brazil,366168,10315,5175.38703250136,2021-12-05
Mato Grosso,Brazil,553503,14003,15784.71421445926,2021-12-05
Mato Grosso do Sul,Brazil,379286,9689,13645.156902553665,2021-12-05
Minas Gerais,Brazil,2211602,56321,10447.464855220122,2021-12-05
Para,Brazil,611790,16942,7109.980221705211,2021-12-05
Paraiba,Brazil,461912,9542,11495.704341848828,2021-12-05
Parana,Brazil,1582638,40809,13841.559837945866,2021-12-05
Pernambuco,Brazil,641553,20275,6712.862131085978,2021-12-05
Piaui,Brazil,332726,7208,10161.562274782653,2021-12-05
Rio Grande do Norte,Brazil,383176,7506,10925.949847341764,2021-12-05
Rio Grande do Sul,Brazil,1495440,36203,13144.138046146343,2021-12-05
Rio de Janeiro,Brazil,1347465,69140,7804.630458380314,2021-12-05
Rondonia,Brazil,279120,6652,15705.383392648651,2021-12-05
Roraima,Brazil,128603,2056,21229.99004557903,2021-12-05
Santa Catarina,Brazil,1235222,20035,17240.17514544743,2021-12-05
Sao Paulo,Brazil,4444413,154362,9678.800185953329,2021-12-05
Sergipe,Brazil,278315,6047,12107.516609416818,2021-12-05
Tocantins,Brazil,233454,3923,14836.101740389837,2021-12-05
Acre,Brazil,88239,1849,10005.159110365275,2021-12-06
Alagoas,Brazil,241697,6359,7242.16797903251,2021-12-06
Amapa,Brazil,124990,2005,14778.930889372625,2021-12-06
Amazonas,Brazil,430602,13811,10389.47815674238,2021-12-06
Bahia,Brazil,1263042,27351,8492.143918697586,2021-12-06
Ceara,Brazil,952175,24687,10426.70682401092,2021-12-06
Distrito Federal,Brazil,518144,11046,17184.011504118374,2021-12-06
Espirito Santo,Brazil,622866,13219,15497.81643089097,2021-12-06
Goias,Brazil,941145,24585,13398.454965366524,2021-12-06
Maranhao,Brazil,366263,10320,5176.7297543342,2021-12-06
Mato Grosso,Brazil,553658,14004,15791.745420962638,2021-12-06
Mato Grosso do Sul,Brazil,379355,9698,13648.359509547729,2021-12-06
Minas Gerais,Brazil,2211716,56322,10448.003383849364,2021-12-06
Para,Brazil,612569,16955,7111.468098127775,2021-12-06
Paraiba,Brazil,461965,9545,11497.023364368522,2021-12-06
Parana,Brazil,1583432,40813,13848.504065565405,2021-12-06
Pernambuco,Brazil,641687,20284,6714.264234303585,2021-12-06
Piaui,Brazil,332909,7214,10165.075627202146,2021-12-06
Rio Grande do Norte,Brazil,383402,7509,10926.491643647452,2021-12-06
Rio Grande do Sul,Brazil,1495752,36209,13146.880363504712,2021-12-06
Rio de Janeiro,Brazil,1347628,69153,7805.574568071264,2021-12-06
Rondonia,Brazil,279421,6658,15722.319908846655,2021-12-06
Roraima,Brazil,128649,2056,21229.99004557903,2021-12-06
Santa Catarina,Brazil,1235328,20039,17241.6546030392,2021-12-06
Sao Paulo,Brazil,4444626,154369,9679.264045734048,2021-12-06
