Province_State,Country_Region,Confirmed,Deaths,Incident_Rate,Date
Rio Grande do Sul,Brazil,934970,23690,8217.898912029535,2021-04-21
Rio de Janeiro,Brazil,712525,42110,4127.004647510275,2021-04-21
Rondonia,Brazil,207030,4939,11649.05962947854,2021-04-21
Roraima,Brazil,94566,1466,15562.24319492341,2021-04-21
Santa Catarina,Brazil,863842,12842,12056.769858368454,2021-04-21
Sao Paulo,Brazil,2786483,90627,6068.250673048564,2021-04-21
Sergipe,Brazil,193271,4034,8407.853844092477,2021-04-21
Tocantins,Brazil,155130,2428,9839.61761523232,2021-04-21
Acre,Brazil,76212,1458,8641.453168317394,2021-04-22
Alagoas,Brazil,168747,4054,5056.306532384759,2021-04-22
Amapa,Brazil,103960,1497,12292.324628043669,2021-04-22
Amazonas,Brazil,365969,12474,8830.026176248257,2021-04-22
Bahia,Brazil,873832,17687,5875.265513548519,2021-04-22
Ceara,Brazil,640588,16676,6988.540833751092,2021-04-22
Distrito Federal,Brazil,370686,7440,12293.633600728028,2021-04-22
Espirito Santo,Brazil,423974,9011,10546.676122578478,2021-04-22
Goias,Brazil,535017,14236,7605.600971395857,2021-04-22
Maranhao,Brazil,260305,7032,3679.128491553785,2021-04-22
Mato Grosso,Brazil,349710,9376,9969.849038561431,2021-04-22
Mato Grosso do Sul,Brazil,241673,5422,8660.245139774004,2021-04-22
Minas Gerais,Brazil,1302628,31386,6153.530449613301,2021-04-22
Para,Brazil,460306,12354,5323.354487138878,2021-04-22
Paraiba,Brazil,284189,6576,7072.673412263973,2021-04-22
Parana,Brazil,920025,20959,8046.426971869843,2021-04-22
Pernambuco,Brazil,389709,13425,4077.703304704967,2021-04-22
Piaui,Brazil,233228,4886,7089.303613834299,2021-04-22
Rio Grande do Norte,Brazil,217645,5293,6130.111527343746,2021-04-22
Rio Grande do Sul,Brazil,935839,23752,8225.536969030887,2021-04-22
Rio de Janeiro,Brazil,716103,42362,4147.728724039228,2021-04-22
Rondonia,Brazil,207593,4967,11680.738229543247,2021-04-22
Roraima,Brazil,94769,1472,15611.107350918926,2021-04-22
Santa Catarina,Brazil,865550,12916,12080.608665601829,2021-04-22
Sao Paulo,Brazil,2793750,90810,6084.076349229271,2021-04-22
Sergipe,Brazil,194312,4061,8453.140389159767,2021-04-22
Tocantins,Brazil,155939,2440,9862.887238963776,2021-04-22
Acre,Brazil,76376,1465,8660.048643040587,2021-04-23
Alagoas,Brazil,169265,4074,5071.827796666644,2021-04-23
Amapa,Brazil,104109,1502,12309.942523095406,2021-04-23
Amazonas,Brazil,366798,12494,8850.028120948791,2021-04-23
Bahia,Brazil,877484,17804,5899.819969846159,2021-04-23
Ceara,Brazil,645440,16947,7021.731527041272,2021-04-23
Distrito Federal,Brazil,371719,7494,12327.89257870279,2021-04-23
Espirito Santo,Brazil,425683,9092,10589.352145621042,2021-04-23
Goias,Brazil,537581,14436,7641.962773607601,2021-04-23
Maranhao,Brazil,261350,7063,3693.898431715033,2021-04-23
Mato Grosso,Brazil,351574,9431,10028.10760673228,2021-04-23
Mato Grosso do Sul,Brazil,242658,5461,8696.445394111377,2021-04-23
Minas Gerais,Brazil,1307937,31494,6178.609822355939,2021-04-23
Para,Brazil,462294,12442,5350.61284816163,2021-04-23
Paraiba,Brazil,285323,6607,7100.8955167420045,2021-04-23
Parana,Brazil,923580,21199,8077.518570342708,2021-04-23
Pernambuco,Brazil,391740,13524,4098.954585562878,2021-04-23
Piaui,Brazil,234401,4919,7125.3231138567535,2021-04-23
Rio Grande do Norte,Brazil,217645,5309,6154.349783124642,2021-04-23
Rio Grande do Sul,Brazil,942712,23975,8285.947056223395,2021-04-23
Rio de Janeiro,Brazil,720749,42634,4174.638746273301,2021-04-23
Rondonia,Brazil,208292,4999,11720.06920901968,2021-04-23
Roraima,Brazil,95027,1472,15644.6189173618,2021-04-23
Santa Catarina,Brazil,868607,13014,12123.2756642625,2021-04-23
Sao Paulo,Brazil,2811562,91673,6122.86635117378,2021-04-23
Sergipe,Brazil,195191,4088,8491.379460354914,2021-04-23
Tocantins,Brazil,156442,2452,9914.322008359262,2021-04-23
Acre,Brazil,76603,1476,8685.78750134647,2021-04-24
Alagoas,Brazil,170138,4096,5097.986220832832,2021-04-24
Amapa,Brazil,104237,1505,12325.077359113004,2021-04-24
Amazonas,Brazil,367342,12506,8863.153643164824,2021-04-24
Bahia,Brazil,880803,17908,5922.1354792798575,2021-04-24
Ceara,Brazil,649484,16964,7099.632745143001,2021-04-24
Distrito Federal,Brazil,372563,7534,12355.883457125536,2021-04-24
Espirito Santo,Brazil,426706,9124,10616.724521916563,2021-04-24
Goias,Brazil,537727,14465,7661.725242129422,2021-04-24
Maranhao,Brazil,261649,7094,3698.124472009974,2021-04-24
Mato Grosso,Brazil,352818,9463,10064.928169768338,2021-04-24
Mato Grosso do Sul,Brazil,243553,5514,8731.889977135545,2021-04-24
Minas Gerais,Brazil,1319297,31987,6232.273727866651,2021-04-24
Para,Brazil,462843,12504,5373.721428849575,2021-04-24
Paraiba,Brazil,286338,6629,7126.156042355057,2021-04-24
Parana,Brazil,927563,21481,8112.353404862376,2021-04-24
Pernambuco,Brazil,393829,13570,4120.812746917963,2021-04-24
Piaui,Brazil,235203,4955,7161.159308535583,2021-04-24
Rio Grande do Norte,Brazil,218045,5322,6185.089594573825,2021-04-24
Rio Grande do Sul,Brazil,948425,24152,8336.16134810915,2021-04-24
Rio de Janeiro,Brazil,723580,42857,4191.036136059065,2021-04-24
Rondonia,Brazil,208887,5040,11753.548368945969,2021-04-24
Roraima,Brazil,95223,1472,15687.209972249782,2021-04-24
Santa Catarina,Brazil,871982,13085,12170.381035698474,2021-04-24
Sao Paulo,Brazil,2827833,92548,6158.3004473807805,2021-04-24
Sergipe,Brazil,195993,4115,8526.268806314536,2021-04-24
Tocantins,Brazil,156656,2464,9946.301846438286,2021-04-24
Acre,Brazil,76747,1480,8702.115235249763,2021-04-25
Alagoas,Brazil,170611,4117,5112.1591127350175,2021-04-25
Amapa,Brazil,104308,1507,12333.472463466516,2021-04-25
Amazonas,Brazil,367713,12517,8872.105056293773,2021-04-25
Bahia,Brazil,884044,18003,5943.92655070939,2021-04-25
Ceara,Brazil,652148,16995,7127.030671441921,2021-04-25
Distrito Federal,Brazil,373501,7569,12386.991803050343,2021-04-25
Espirito Santo,Brazil,427643,9165,10641.16058875493,2021-04-25
Goias,Brazil,538836,14510,7674.733990334485,2021-04-25
Maranhao,Brazil,261860,7099,3701.106727870284,2021-04-25
Mato Grosso,Brazil,353443,9500,10083.840680322322,2021-04-25
Mato Grosso do Sul,Brazil,244200,5542,8764.095968817403,2021-04-25
Minas Gerais,Brazil,1323153,32318,6250.489222554089,2021-04-25
Para,Brazil,462976,12572,5380.103023818228,2021-04-25
Paraiba,Brazil,287340,6648,7151.093034142525,2021-04-25
Parana,Brazil,929097,21564,8125.769582656293,2021-04-25
Pernambuco,Brazil,395563,13640,4138.956381092073,2021-04-25
Piaui,Brazil,235682,4985,7185.661122800221,2021-04-25
Rio Grande do Norte,Brazil,221056,5381,6217.68291970037,2021-04-25
Rio Grande do Sul,Brazil,948958,24196,8340.84614026303,2021-04-25
Rio de Janeiro,Brazil,724596,42914,4196.92089339652,2021-04-25
Rondonia,Brazil,209166,5048,11769.247000239136,2021-04-25
Roraima,Brazil,95308,1472,15719.565967436,2021-04-25
Santa Catarina,Brazil,873102,13119,12186.01304044167,2021-04-25
Sao Paulo,Brazil,2834321,92693,6172.429659856414,2021-04-25
Sergipe,Brazil,196699,4137,8556.981871461037,2021-04-25
Tocantins,Brazil,156890,2473,9959.907582718426,2021-04-25
Acre,Brazil,76971,1488,8727.513932432663,2021-04-26
Alagoas,Brazil,170902,4138,5120.87858745708,2021-04-26
Amapa,Brazil,104518,1517,12358.30305380789,2021-04-26
Amazonas,Brazil,368139,12528,8882.38349832324,2021-04-26
Bahia,Brazil,885855,18087,5956.10292539587,2021-04-26
Ceara,Brazil,655133,17028,7173.975079932519,2021-04-26
Distrito Federal,Brazil,374588,7628,12423.041666611392,2021-04-26
Espirito Santo,Brazil,429034,9250,10670.672987197191,2021-04-26
Goias,Brazil,542478,14678,7677.52666793382,2021-04-26
Maranhao,Brazil,262246,7129,3706.562418685826,2021-04-26
Mato Grosso,Brazil,355086,9580,10119.398496067975,2021-04-26
Mato Grosso do Sul,Brazil,245238,5581,8787.377842133785,2021-04-26
Minas Gerais,Brazil,1325022,32414,6259.318257712498,2021-04-26
Para,Brazil,464068,12664,5381.649020413548,2021-04-26
Paraiba,Brazil,288282,6676,7174.536792888826,2021-04-26
Parana,Brazil,931343,21650,8145.412826023396,2021-04-26
Pernambuco,Brazil,396841,13687,4152.32867894358,2021-04-26
Piaui,Brazil,236596,5020,7200.294999399675,2021-04-26
Rio Grande do Norte,Brazil,221569,5412,6250.361791612024,2021-04-26
Rio Grande do Sul,Brazil,949965,24266,8349.697145326736,2021-04-26
Rio de Janeiro,Brazil,724858,42927,4198.438419402833,2021-04-26
Rondonia,Brazil,209688,5076,11798.618632981192,2021-04-26
Roraima,Brazil,95484,1494,15733.597904123904,2021-04-26
Santa Catarina,Brazil,874770,13190,12209.29356179136,2021-04-26
Sao Paulo,Brazil,2838233,92798,6180.949000054422,2021-04-26
Sergipe,Brazil,197562,4165,8594.524895853998,2021-04-26
Tocantins,Brazil,156890,2473,9974.784883136896,2021-04-26
Acre,Brazil,77146,1500,8747.356664606803,2021-04-27
Alagoas,Brazil,171648,4159,5143.231605129448,2021-04-27
Amapa,Brazil,104771,1524,12388.218003123924,2021-04-27
Amazonas,Brazil,368854,12562,8899.634874029973,2021-04-27
Bahia,Brazil,889931,18194,5983.508172895646,2021-04-27
Ceara,Brazil,661844,17178,7237.246550018517,2021-04-27
Distrito Federal,Brazil,375506,7669,12453.486721578314,2021-04-27
Espirito Santo,Brazil,430940,9320,10718.67418162816,2021-04-27
Goias,Brazil,546164,14815,7736.329629425931,2021-04-27
Maranhao,Brazil,263373,7164,3722.491339797526,2021-04-27
Mato Grosso,Brazil,356747,9632,10173.294846326524,2021-04-27
Mato Grosso do Sul,Brazil,246326,5644,8824.729595615092,2021-04-27
Minas Gerais,Brazil,1330018,32497,6282.919038692385,2021-04-27
Para,Brazil,466894,12794,5394.3424661435465,2021-04-27
Paraiba,Brazil,289319,6722,7200.34483728364,2021-04-27
Parana,Brazil,934663,21805,8174.449143021965,2021-04-27
Pernambuco,Brazil,399437,13762,4179.491812920507,2021-04-27
Piaui,Brazil,237845,5046,7228.218513411994,2021-04-27
Rio Grande do Norte,Brazil,222668,5445,6266.244978047269,2021-04-27
Rio Grande do Sul,Brazil,956030,24458,8403.005333719368,2021-04-27
Rio de Janeiro,Brazil,729206,43288,4223.622400606825,2021-04-27
Rondonia,Brazil,210623,5109,11851.228741436791,2021-04-27
Roraima,Brazil,95735,1494,15762.652267148263,2021-04-27
Santa Catarina,Brazil,878215,13301,12257.375933523785,2021-04-27
Sao Paulo,Brazil,2856225,93842,6220.130996179821,2021-04-27
Sergipe,Brazil,198743,4192,8645.901850440423,2021-04-27
Tocantins,Brazil,158332,2509,10020.942661358313,2021-04-27
Acre,Brazil,77298,1517,8764.591494838054,2021-04-28
Alagoas,Brazil,172322,4180,5163.427226994295,2021-04-28
Amapa,Brazil,104964,1529,12411.03849805671,2021-04-28
Amazonas,Brazil,369488,12587,8914.931898083216,2021-04-28
Bahia,Brazil,893276,18298,6005.9984949974,2021-04-28
Ceara,Brazil,664449,17280,7275.989101275744,2021-04-28
Distrito Federal,Brazil,376727,7718,12493.980634557194,2021-04-28
Espirito Santo,Brazil,432694,9397,10762.942779291554,2021-04-28
Goias,Brazil,549017,14847,7792.354161673806,2021-04-28
Maranhao,Brazil,264625,7199,3740.187000162964,2021-04-28
Mato Grosso,Brazil,358718,9696,10232.47177616312,2021-04-28
Mato Grosso do Sul,Brazil,247236,5686,8863.880566508791,2021-04-28
Minas Gerais,Brazil,1342892,32985,6343.734982314295,2021-04-28
Para,Brazil,469524,12884,5427.191987785464,2021-04-28
Paraiba,Brazil,290547,6753,7230.906340192831,2021-04-28
Parana,Brazil,938546,22013,8208.409389680231,2021-04-28
Pernambuco,Brazil,402157,13868,4207.952415546562,2021-04-28
Piaui,Brazil,239008,5067,7266.376575776749,2021-04-28
Rio Grande do Norte,Brazil,223753,5490,6295.758618909888,2021-04-28
Rio Grande do Sul,Brazil,962667,24605,8461.341103935674,2021-04-28
Rio de Janeiro,Brazil,733764,43618,4250.022719449465,2021-04-28
Rondonia,Brazil,211271,5125,11887.690078633825,2021-04-28
Roraima,Brazil,95983,1503,15804.087750779598,2021-04-28
Santa Catarina,Brazil,881152,13389,12298.3680745334,2021-04-28
Sao Paulo,Brazil,2873238,94656,6257.180979510268,2021-04-28
Sergipe,Brazil,200024,4218,8701.629097540519,2021-04-28
Tocantins,Brazil,159142,2529,10066.464657510558,2021-04-28
Acre,Brazil,77535,1525,8791.46422355389,2021-04-29
Alagoas,Brazil,173121,4200,5187.368327691644,2021-04-29
Amapa,Brazil,105133,1536,12431.021211236197,2021-04-29
Amazonas,Brazil,370184,12615,8931.724845624316,2021-04-29
Bahia,Brazil,897273,18391,6032.872580928853,2021-04-29
Ceara,Brazil,667528,17418,7309.705414255112,2021-04-29
Distrito Federal,Brazil,377656,7761,12524.790499550953,2021-04-29
Espirito Santo,Brazil,434895,9458,10814.726338446992,2021-04-29
Goias,Brazil,550918,14968,7826.179756677991,2021-04-29
Maranhao,Brazil,265865,7237,3757.713053560043,2021-04-29
Mato Grosso,Brazil,360454,9729,10282.46508934224,2021-04-29
Mato Grosso do Sul,Brazil,248185,5718,8896.626323414368,2021-04-29
Minas Gerais,Brazil,1351739,33401,6385.527638304899,2021-04-29
Para,Brazil,471559,12981,5457.763198655332,2021-04-29
Paraiba,Brazil,291559,6774,7256.092204153826,2021-04-29
Parana,Brazil,943020,22229,8247.538450599386,2021-04-29
Pernambuco,Brazil,404668,13967,4234.2261556914245,2021-04-29
Piaui,Brazil,240420,5101,7301.907261549535,2021-04-29
Rio Grande do Norte,Brazil,224880,5506,6326.698039524325,2021-04-29
Rio Grande do Sul,Brazil,966895,24753,8498.503019933043,2021-04-29
Rio de Janeiro,Brazil,737844,43965,4273.654422143183,2021-04-29
Rondonia,Brazil,212000,5143,11928.70908298049,2021-04-29
Roraima,Brazil,96316,1508,15845.027989586652,2021-04-29
Santa Catarina,Brazil,884451,13461,12344.412702790369,2021-04-29
Sao Paulo,Brazil,2888158,95532,6289.672941615146,2021-04-29
Sergipe,Brazil,201124,4246,8749.482315190873,2021-04-29
Tocantins,Brazil,159716,2546,10117.96300511296,2021-04-29
Acre,Brazil,77803,1529,8821.851950540573,2021-04-30
Alagoas,Brazil,173662,4220,5203.578760078709,2021-04-30
Amapa,Brazil,105754,1543,12504.448814102829,2021-04-30
Amazonas,Brazil,370776,12627,8946.008502153527,2021-04-30
Bahia,Brazil,900841,18477,6056.86225783739,2021-04-30
Ceara,Brazil,674717,17713,7309.705414255112,2021-04-30
Distrito Federal,Brazil,378783,7798,12562.166945027771,2021-04-30
Espirito Santo,Brazil,436681,9524,10862.851952770208,2021-04-30
Goias,Brazil,552461,15052,7857.711366511293,2021-04-30
Maranhao,Brazil,266910,7276,3772.482993721291,2021-04-30
Mato Grosso,Brazil,362094,9778,10329.588522315902,2021-04-30
Mato Grosso do Sul,Brazil,249033,5759,8930.775469901611,2021-04-30
Minas Gerais,Brazil,1359137,33699,6420.4753119816805,2021-04-30
Para,Brazil,472986,13083,5481.418108967187,2021-04-30
Paraiba,Brazil,292669,6796,7283.717015415391,2021-04-30
Parana,Brazil,947694,22397,8288.416687241346,2021-04-30
Pernambuco,Brazil,406585,14038,4254.284602468685,2021-04-30
Piaui,Brazil,240868,5124,7345.045119082789,2021-04-30
Rio Grande do Norte,Brazil,224880,5506,6358.264803229562,2021-04-30
Rio Grande do Sul,Brazil,974969,24951,8569.469271059525,2021-04-30
Rio de Janeiro,Brazil,742615,44406,4301.288454876451,2021-04-30
Rondonia,Brazil,212738,5163,11970.234494788225,2021-04-30
Roraima,Brazil,96576,1513,15900.000165081608,2021-04-30
Santa Catarina,Brazil,887935,13534,12393.039403259383,2021-04-30
Sao Paulo,Brazil,2903709,96191,6323.539061098587,2021-04-30
Sergipe,Brazil,201779,4274,8777.976731155402,2021-04-30
Tocantins,Brazil,160449,2559,10154.456895883057,2021-04-30
Acre,Brazil,78016,1534,8846.003390272526,2021-05-01
Alagoas,Brazil,174476,4240,5227.969318235957,2021-05-01
Amapa,Brazil,105971,1549,12530.107090788915,2021-05-01
Amazonas,Brazil,371306,12636,8958.79623519488,2021-05-01
Bahia,Brazil,905113,18561,6085.585323911738,2021-05-01
Ceara,Brazil,677403,17767,7415.092161937294,2021-05-01
Distrito Federal,Brazil,379752,7826,12594.3033919373,2021-05-01
Espirito Santo,Brazil,437862,9536,10894.529257337665,2021-05-01
Goias,Brazil,553051,15091,7871.660506152867,2021-05-01
Maranhao,Brazil,267548,7311,3781.500430872369,2021-05-01
Mato Grosso,Brazil,363366,9805,10366.265591341686,2021-05-01
Mato Grosso do Sul,Brazil,249958,5782,8961.29019721582,2021-05-01
Minas Gerais,Brazil,1366602,34036,6455.739489326528,2021-05-01
Para,Brazil,473539,13125,5498.005606271864,2021-05-01
Paraiba,Brazil,293717,6819,7309.798819201085,2021-05-01
Parana,Brazil,951882,22557,8325.04442687689,2021-05-01
Pernambuco,Brazil,408763,14128,4277.074011483225,2021-05-01
Piaui,Brazil,242336,5154,7358.731918073509,2021-05-01
Rio Grande do Norte,Brazil,225281,5506,6394.479608925723,2021-05-01
Rio Grande do Sul,Brazil,979807,25086,8611.992769071652,2021-05-01
Rio de Janeiro,Brazil,745456,44619,4317.74376550215,2021-05-01
Rondonia,Brazil,213117,5181,11991.559875648834,2021-05-01
Roraima,Brazil,96732,1513,15942.921383185778,2021-05-01
Santa Catarina,Brazil,890577,13592,12429.914185876818,2021-05-01
Sao Paulo,Brazil,2918044,96941,6354.757042115572,2021-05-01
Sergipe,Brazil,203036,4302,8832.659908052217,2021-05-01
Tocantins,Brazil,160685,2573,10201.059721552883,2021-05-01
Acre,Brazil,78152,1546,8861.424027847857,2021-05-02
Alagoas,Brazil,175169,4258,5248.734252883344,2021-05-02
Amapa,Brazil,106174,1550,12554.109994785576,2021-05-02
Amazonas,Brazil,371718,12641,8968.73688804967,2021-05-02
Bahia,Brazil,907121,18641,6099.086240736946,2021-05-02
Ceara,Brazil,678271,17799,7417.840714895339,2021-05-02
Distrito Federal,Brazil,380639,7855,12623.7203459195,2021-05-02
Espirito Santo,Brazil,438769,9551,10917.820661167309,2021-05-02
Goias,Brazil,554020,15126,7884.013830023393,2021-05-02
Maranhao,Brazil,267635,7331,3782.7300813929705,2021-05-02
Mato Grosso,Brazil,363848,9840,10381.07417320186,2021-05-02
Mato Grosso do Sul,Brazil,250365,5812,8994.575719345114,2021-05-02
Minas Gerais,Brazil,1370202,34289,6472.745656565838,2021-05-02
Para,Brazil,474018,13163,5504.433697378722,2021-05-02
Paraiba,Brazil,294672,6844,7333.566111772973,2021-05-02
Parana,Brazil,953884,22611,8342.553675862171,2021-05-02
Pernambuco,Brazil,409493,14180,4284.71233498213,2021-05-02
Piaui,Brazil,242934,5182,7403.580625480604,2021-05-02
Rio Grande do Norte,Brazil,227542,5571,6424.02176538338,2021-05-02
Rio Grande do Sul,Brazil,980412,25108,8617.310403692847,2021-05-02
Rio de Janeiro,Brazil,747449,44835,4329.287388901313,2021-05-02
Rondonia,Brazil,213256,5188,11999.381057547582,2021-05-02
Roraima,Brazil,96771,1513,15968.67411404828,2021-05-02
Santa Catarina,Brazil,891697,13628,12445.546190620016,2021-05-02
Sao Paulo,Brazil,2923367,97058,6366.349181142667,2021-05-02
Sergipe,Brazil,204134,4329,8880.426119852298,2021-05-02
Tocantins,Brazil,160972,2587,10216.06417838519,2021-05-02
Acre,Brazil,78325,1552,8881.039985940008,2021-05-03
Alagoas,Brazil,175415,4275,5256.105355225707,2021-05-03
Amapa,Brazil,106440,1561,12585.562075884647,2021-05-03
Amazonas,Brazil,372128,12658,8978.629285308078,2021-05-03
Bahia,Brazil,909912,18730,6117.851708296286,2021-05-03
Ceara,Brazil,688026,17844,7427.345670941488,2021-05-03
Distrito Federal,Brazil,381468,7883,12651.213756123834,2021-05-03
Espirito Santo,Brazil,439997,9622,10945.392109290431,2021-05-03
Goias,Brazil,557400,15256,7905.828061679419,2021-05-03
Maranhao,Brazil,268016,7366,3788.115102638364,2021-05-03
Mato Grosso,Brazil,365406,9901,10415.225747646842,2021-05-03
Mato Grosso do Sul,Brazil,251369,5852,9009.221349082003,2021-05-03
Minas Gerais,Brazil,1371818,34313,6480.379536082151,2021-05-03
Para,Brazil,475744,13204,5510.001609928785,2021-05-03
Paraiba,Brazil,295458,6872,7353.127464612244,2021-05-03
Parana,Brazil,955247,22674,8354.47430841309,2021-05-03
Pernambuco,Brazil,410453,14206,4294.757253556032,2021-05-03
Piaui,Brazil,243972,5203,7421.850058061967,2021-05-03
Rio Grande do Norte,Brazil,228097,5594,6433.374880555301,2021-05-03
Rio Grande do Sul,Brazil,980806,25165,8620.773458305657,2021-05-03
Rio de Janeiro,Brazil,748614,44897,4336.035166753809,2021-05-03
Rondonia,Brazil,213766,5215,12028.077480341544,2021-05-03
Roraima,Brazil,96966,1514,15975.112296763906,2021-05-03
Santa Catarina,Brazil,893367,13674,12468.85462626389,2021-05-03
Sao Paulo,Brazil,2926516,97172,6373.206901562791,2021-05-03
Sergipe,Brazil,205209,4357,8927.191764374236,2021-05-03
Tocantins,Brazil,161738,2601,10234.311123770238,2021-05-03
Acre,Brazil,78440,1555,8894.079495654441,2021-05-04
Alagoas,Brazil,175946,4293,5272.016149306172,2021-05-04
Amapa,Brazil,106693,1566,12615.477025200684,2021-05-04
Amazonas,Brazil,372803,12678,8994.915549087162,2021-05-04
Bahia,Brazil,913020,18812,6138.748545693073,2021-05-04
Ceara,Brazil,693300,18098,7562.112369167236,2021-05-04
Distrito Federal,Brazil,382231,7926,12676.518306167149,2021-05-04
Espirito Santo,Brazil,441703,9682,10985.380662660344,2021-05-04
Goias,Brazil,559175,15275,7952.035477264327,2021-05-04
Maranhao,Brazil,268997,7403,3801.980472301698,2021-05-04
Mato Grosso,Brazil,366948,9948,10467.658459000604,2021-05-04
Mato Grosso do Sul,Brazil,252449,5898,9045.34963472288,2021-05-04
Minas Gerais,Brazil,1378545,34396,6512.157449142939,2021-05-04
Para,Brazil,477743,13326,5530.064693564295,2021-05-04
Paraiba,Brazil,296587,6912,7381.225133003511,2021-05-04
Parana,Brazil,960761,22991,8402.699083090833,2021-05-04
Pernambuco,Brazil,412786,14279,4319.168498381983,2021-05-04
Piaui,Brazil,245160,5235,7453.561882509218,2021-05-04
Rio Grande do Norte,Brazil,229144,5627,6449.086973420329,2021-05-04
Rio Grande do Sul,Brazil,986491,25417,8670.741644787457,2021-05-04
Rio de Janeiro,Brazil,753732,45232,4365.679052632841,2021-05-04
Rondonia,Brazil,214514,5251,12070.165567106022,2021-05-04
Roraima,Brazil,97212,1529,16007.303210342032,2021-05-04
Santa Catarina,Brazil,896446,13791,12511.828682160589,2021-05-04
Sao Paulo,Brazil,2941980,98021,6406.883557192136,2021-05-04
Sergipe,Brazil,206081,4384,8965.126315093426,2021-05-04
Tocantins,Brazil,162321,2615,10283.012030268314,2021-05-04
Acre,Brazil,78610,1563,8913.355292623606,2021-05-05
Alagoas,Brazil,176835,4311,5298.653994762922,2021-05-05
Amapa,Brazil,106946,1570,12645.39197451672,2021-05-05
Amazonas,Brazil,373402,12691,9009.36810020371,2021-05-05
Bahia,Brazil,916951,18897,6165.178876390231,2021-05-05
Ceara,Brazil,697560,18167,7591.919385708269,2021-05-05
Distrito Federal,Brazil,383030,7978,12703.016779934653,2021-05-05
Espirito Santo,Brazil,443221,9734,11026.165503340671,2021-05-05
Goias,Brazil,562788,15447,7996.40485504151,2021-05-05
Maranhao,Brazil,270139,7438,3818.121402123847,2021-05-05
Mato Grosso,Brazil,368634,9989,10516.073338066722,2021-05-05
Mato Grosso do Sul,Brazil,253600,5937,9084.212730830595,2021-05-05
Minas Gerais,Brazil,1387809,34837,6555.919986172096,2021-05-05
Para,Brazil,480129,13391,5553.301138632304,2021-05-05
Paraiba,Brazil,297586,6939,7406.087463138921,2021-05-05
Parana,Brazil,965949,23249,8448.072701340403,2021-05-05
Pernambuco,Brazil,414929,14333,4341.59168640685,2021-05-05
Piaui,Brazil,246871,5260,7489.856340547111,2021-05-05
Rio Grande do Norte,Brazil,230040,5646,6478.572098687912,2021-05-05
Rio Grande do Sul,Brazil,992471,25544,8723.302727489508,2021-05-05
Rio de Janeiro,Brazil,761216,45581,4409.027009240633,2021-05-05
Rondonia,Brazil,214879,5265,12090.703203027191,2021-05-05
Roraima,Brazil,97540,1533,16047.9132859329,2021-05-05
Santa Catarina,Brazil,899768,13859,12558.194324800676,2021-05-05
Sao Paulo,Brazil,2956210,98710,6437.872874936936,2021-05-05
Sergipe,Brazil,207326,4412,9019.287456888602,2021-05-05
Tocantins,Brazil,163141,2630,10320.07812490066,2021-05-05
Acre,Brazil,78889,1568,8944.990277061235,2021-05-06
Alagoas,Brazil,177434,4329,5316.602329328268,2021-05-06
Amapa,Brazil,107190,1573,12674.242755675268,2021-05-06
Amazonas,Brazil,373947,12707,9022.517750217934,2021-05-06
Bahia,Brazil,920422,18980,6188.516367575639,2021-05-06
Ceara,Brazil,701558,18265,7638.568133123698,2021-05-06
Distrito Federal,Brazil,384031,8026,12736.214492376796,2021-05-06
Espirito Santo,Brazil,444904,9791,11064.262874348353,2021-05-06
Goias,Brazil,564524,15493,8026.511629364948,2021-05-06
Maranhao,Brazil,271266,7473,3834.050323235547,2021-05-06
Mato Grosso,Brazil,370236,10042,10562.335806978745,2021-05-06
Mato Grosso do Sul,Brazil,254715,5961,9125.630715663914,2021-05-06
Minas Gerais,Brazil,1396534,35165,6597.136322050702,2021-05-06
Para,Brazil,481963,13453,5581.036085071659,2021-05-06
Paraiba,Brazil,298776,6964,7435.703251788706,2021-05-06
Parana,Brazil,970957,23493,8491.872061439448,2021-05-06
Pernambuco,Brazil,418003,14385,4373.756352757032,2021-05-06
Piaui,Brazil,248239,5296,7542.128914371047,2021-05-06
Rio Grande do Norte,Brazil,231336,5666,6503.751369105006,2021-05-06
Rio Grande do Sul,Brazil,995734,25668,8751.982796529106,2021-05-06
Rio de Janeiro,Brazil,770401,45914,4462.227300721468,2021-05-06
Rondonia,Brazil,215826,5281,12143.988521430882,2021-05-06
Roraima,Brazil,97913,1534,16102.060053387391,2021-05-06
Santa Catarina,Brazil,903194,13931,12606.01151073835,2021-05-06
Sao Paulo,Brazil,2969680,99406,6467.207106140199,2021-05-06
Sergipe,Brazil,208357,4441,9064.138972704524,2021-05-06
Tocantins,Brazil,163841,2642,10372.212254572229,2021-05-06
Acre,Brazil,79100,1575,8968.914942711197,2021-05-07
Alagoas,Brazil,178288,4347,5342.191440711917,2021-05-07
Amapa,Brazil,107377,1578,12696.353805169729,2021-05-07
Amazonas,Brazil,374577,12716,9037.718263078412,2021-05-07
Bahia,Brazil,925001,19071,6219.303567845872,2021-05-07
Ceara,Brazil,706540,18429,7682.347873068978,2021-05-07
Distrito Federal,Brazil,384851,8056,12763.409421650082,2021-05-07
Espirito Santo,Brazil,446608,9835,11108.655891903998,2021-05-07
Goias,Brazil,566342,15544,8065.9368279229,2021-05-07
Maranhao,Brazil,272523,7503,3851.8166531711354,2021-05-07
Mato Grosso,Brazil,371781,10076,10605.384010060652,2021-05-07
Mato Grosso do Sul,Brazil,255717,5990,9165.753263960309,2021-05-07
